[2026-03-28T01:01:39.953Z] GET http://localhost:5173/src/assets/styles/tokens.css?t=1774658764060 → 200 (9ms, 143353B)
[2026-03-28T01:01:39.954Z] GET http://localhost:5173/node_modules/.vite/deps/vue.runtime.esm-bundler-Cg9CpxwA.js?v=43e7f08c → 200 (?ms, 321650B)
[2026-03-28T01:01:39.955Z] GET http://localhost:5173/node_modules/vite/dist/client/env.mjs → 200 (3ms, 3895B)
[2026-03-28T01:01:39.958Z] GET http://localhost:5173/src/stores/theme.ts → 200 (4ms, 2377B)
[2026-03-28T01:01:39.958Z] GET http://localhost:5173/src/components/ui/WxToast.vue → 200 (5ms, 9327B)
[2026-03-28T01:01:39.958Z] GET http://localhost:5173/@id/__x00__plugin-vue:export-helper → 200 (4ms, 1074B)
[2026-03-28T01:01:39.962Z] GET http://localhost:5173/node_modules/.vite/deps/vue-router.js?v=43e7f08c → 200 (?ms, 105451B)
[2026-03-28T01:01:39.962Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7.woff2 → 200 (?ms, ?B)
[2026-03-28T01:01:39.963Z] GET http://localhost:5173/node_modules/.vite/deps/lucide-vue-next.js?v=43e7f08c → 200 (?ms, 1243293B)
[2026-03-28T01:01:39.963Z] GET http://localhost:5173/src/composables/useToast.ts → 200 (3ms, 2015B)
[2026-03-28T01:01:39.963Z] GET http://localhost:5173/src/components/ui/WxToast.vue?vue&type=style&index=0&scoped=10b2b8a4&lang.css → 200 (3ms, 1011B)
[2026-03-28T01:01:39.966Z] GET http://localhost:5173/src/stores/toast.ts → 200 (?ms, 2559B)
[2026-03-28T01:01:39.988Z] GET http://localhost:5173/src/layouts/DefaultLayout.vue?t=1774658011316 → 200 (25ms, 18393B)
[2026-03-28T01:01:39.988Z] GET http://localhost:5173/src/views/examples/KanbanView.vue → 200 (26ms, 23405B)
[2026-03-28T01:01:40.014Z] GET http://localhost:5173/src/stores/sidebar.ts → 200 (?ms, 4003B)
[2026-03-28T01:01:40.014Z] GET http://localhost:5173/src/stores/ui.ts → 200 (3ms, 4362B)
[2026-03-28T01:01:40.014Z] GET http://localhost:5173/src/components/layout/WxSideNav.vue → 200 (5ms, 45362B)
[2026-03-28T01:01:40.014Z] GET http://localhost:5173/src/components/layout/WxThemeToggle.vue → 200 (6ms, 4678B)
[2026-03-28T01:01:40.014Z] GET http://localhost:5173/src/components/layout/WxNotificationDropdown.vue?t=1774657997574 → 200 (10ms, 13552B)
[2026-03-28T01:01:40.014Z] GET http://localhost:5173/src/components/layout/WxMessageDropdown.vue?t=1774658005341 → 200 (10ms, 13282B)
[2026-03-28T01:01:40.014Z] GET http://localhost:5173/src/components/layout/WxUserMenu.vue?t=1774658011316 → 200 (9ms, 11522B)
[2026-03-28T01:01:40.014Z] GET http://localhost:5173/src/components/layout/WxFooter.vue → 200 (9ms, 2862B)
[2026-03-28T01:01:40.014Z] GET http://localhost:5173/src/components/layout/WxRightSidePanel.vue → 200 (11ms, 19953B)
[2026-03-28T01:01:40.014Z] GET http://localhost:5173/src/layouts/DefaultLayout.vue?vue&type=style&index=0&scoped=75d0be1e&lang.css → 200 (11ms, 795B)
[2026-03-28T01:01:40.014Z] GET http://localhost:5173/src/components/ui/WxPageHeader.vue → 200 (11ms, 4516B)
[2026-03-28T01:01:40.014Z] GET http://localhost:5173/src/components/ui/WxBadge.vue → 200 (11ms, 7283B)
[2026-03-28T01:01:40.014Z] GET http://localhost:5173/src/components/ui/WxAvatar.vue → 200 (9ms, 8461B)
[2026-03-28T01:01:40.014Z] GET http://localhost:5173/src/components/ui/WxButton.vue → 200 (15ms, 9045B)
